No,Transaction Number,Merchant ID,Tipe Transaksi,Nama Issuer,Nominal,Transaction Date,Status
114577,B004968376,X612105353,Pembayaran,BNI,7600.0,2022-07-07 16:37:40,success
114583,B005951018,X202102125,Pembayaran,BTN,415000.0,2022-07-26 19:47:09,success
114617,B005950976,X608099465,Pembayaran,BCA,60500.0,2022-07-26 19:45:20,success
114659,B005950904,X617099868,Pembayaran,SHOPEEPAY,30000.0,2022-07-26 19:43:50,success
114673,B004968238,X608500715,Pembayaran,BNI,80000.0,2022-07-07 16:36:11,success
114677,B004968229,X616500024,Pembayaran,BNI,80000.0,2022-07-07 16:36:07,success
114701,B005467483,X611062336,Pembayaran,LINKAJA,42000.0,2022-07-15 15:54:25,success
114710,B004968191,X612105427,Pembayaran,BNI,7600.0,2022-07-07 16:35:49,success
114801,B004968067,X607102087,Pembayaran,OVO,50000.0,2022-07-07 16:34:32,success
114825,B005467155,X601500159,Pembayaran,BNI,1.0,2022-07-15 15:48:44,success
114836,B005467133,X610111560,Pembayaran,GOPAY,5000.0,2022-07-15 15:48:19,success
114851,B005950513,X615001750,Pembayaran,BRI,58000.0,2022-07-26 19:35:27,success
114882,B005467024,X601500156,Pembayaran,BNI,1.0,2022-07-15 15:46:36,success
114884,B005950447,X602050549,Pembayaran,MANDIRI,69000.0,2022-07-26 19:33:59,success
114884,B005950447,X602050549,Pembayaran,MANDIRI,69000.0,2022-07-26 19:33:59,success
114925,B005466891,X602008030,Pembayaran,BRI,215000.0,2022-07-15 15:43:49,success
114932,B005466869,X602006077,Pembayaran,BNI,900000.0,2022-07-15 15:43:44,success
114939,B004967843,X617096886,Pembayaran,GOPAY,80000.0,2022-07-07 16:32:20,success
114960,B005466808,X614500330,Pembayaran,BCA,65000.0,2022-07-15 15:41:48,success
114961,B005466806,X611002129,Pembayaran,OVO,15000.0,2022-07-15 15:42:26,success
114975,B005950276,X614500020,Pembayaran,MANDIRI,85000.0,2022-07-26 19:29:53,success
114992,B004967753,X612105365,Pembayaran,BNI,7600.0,2022-07-07 16:31:28,success
114999,B005466730,X618086944,Pembayaran,SHOPEEPAY,11000.0,2022-07-15 15:41:08,success
114999,B005466730,X618086944,Pembayaran,SHOPEEPAY,11000.0,2022-07-15 15:41:08,success
115046,B004967666,X616500023,Pembayaran,BNI,80000.0,2022-07-07 16:30:36,success
115050,B005950116,X208231589,Pembayaran,BRI,1693000.0,2022-07-26 19:26:24,success
115063,B005466588,X610111560,Pembayaran,DANA,6000.0,2022-07-15 15:38:35,success
115076,B005950083,X214900943,Pembayaran,BCA,26500.0,2022-07-26 19:25:21,success
115079,B005466556,X609121064,Pembayaran,MANDIRI,220000.0,2022-07-15 15:38:06,success
115103,B004967581,X610500457,Pembayaran,BNI,80000.0,2022-07-07 16:29:47,success
115107,B004967568,X610500423,Pembayaran,BNI,80000.0,2022-07-07 16:29:42,success
115161,B005949915,X604067390,Pembayaran,BCA,67000.0,2022-07-26 19:20:09,success
115179,B005949866,X1010172,Pembayaran,BNI,226600.0,2022-07-26 19:20:29,success
115181,B005466304,X614005842,Pembayaran,MANDIRI,245000.0,2022-07-15 15:33:33,success
115184,B005466294,X609106802,Pembayaran,GOPAY,154000.0,2022-07-15 15:33:23,success
115234,B005949752,X207140690,Pembayaran,GOPAY,4000.0,2022-07-26 19:17:28,success
115250,B004967345,X612500099,Pembayaran,BNI,80000.0,2022-07-07 16:27:25,success
115274,B004967312,X610195194,Pembayaran,BNI,90000.0,2022-07-07 16:27:05,success
115312,B005466005,X604145824,Pembayaran,BCA,334950.0,2022-07-15 15:28:08,success
115315,B005949623,X607092852,Pembayaran,LINKAJA,39500.0,2022-07-26 19:14:12,success
115315,B005949623,X607092852,Pembayaran,LINKAJA,39500.0,2022-07-26 19:14:12,success
115317,B004967246,X610006258,Pembayaran,GOPAY,50000.0,2022-07-07 16:26:21,success
115327,B004967236,X610005432,Pembayaran,DANA,50000.0,2022-07-07 16:26:03,success
115328,B004967233,X612105358,Pembayaran,BNI,7600.0,2022-07-07 16:26:11,success
115346,B004967208,X610005432,Pembayaran,DANA,50000.0,2022-07-07 16:25:49,success
115349,B005949552,X610164527,Pembayaran,GOPAY,25000.0,2022-07-26 19:12:32,success
115352,B005949544,X610010074,Pembayaran,BCA,10000.0,2022-07-26 19:11:27,success
115356,B005465905,X609009875,Pembayaran,MANDIRI,38000.0,2022-07-15 15:26:30,success
115365,B005949520,X605008801,Pembayaran,OVO,59400.0,2022-07-26 19:11:51,success
115373,B005949509,X612105275,Pembayaran,BCA,18000.0,2022-07-26 19:11:24,success
115430,B004967075,X616500028,Pembayaran,BNI,76000.0,2022-07-07 16:24:30,success
115450,B005465686,X608151390,Pembayaran,BCA,12000.0,2022-07-15 15:22:23,success
115452,B004967042,X607500139,Pembayaran,BNI,80000.0,2022-07-07 16:24:08,success
115453,B005949373,X612003049,Pembayaran,BCA,147000.0,2022-07-26 19:08:04,success
115557,B005465434,X614003936,Pembayaran,BCA,550000.0,2022-07-15 15:17:45,success
115590,B004966832,X615500409,Pembayaran,BNI,80000.0,2022-07-07 16:21:39,success
115596,B004966817,X612105264,Pembayaran,BNI,7600.0,2022-07-07 16:21:25,success
115650,B005949035,X610500605,Pembayaran,SHOPEEPAY,10000.0,2022-07-26 18:59:07,success
115652,B005465223,X601026821,Pembayaran,DANA,200000.0,2022-07-15 15:14:06,success
115659,B005949015,X614500402,Pembayaran,BCA,76000.0,2022-07-26 18:58:13,success
115732,B005465031,X612105367,Pembayaran,BCA,38000.0,2022-07-15 15:10:45,success
115749,B005948844,X607500173,Pembayaran,BSM,146000.0,2022-07-26 18:54:00,success
115755,B005948825,X608103774,Pembayaran,OVO,42000.0,2022-07-26 18:53:24,success
115756,B005948822,X615102152,Pembayaran,BCA,50500.0,2022-07-26 18:53:18,success
115808,B004966408,X210900292,Pembayaran,BNI,80000.0,2022-07-07 16:17:42,success
115878,B005948591,X610110527,Pembayaran,DANA,30000.0,2022-07-26 18:48:20,success
115879,B004966367,X614500409,Pembayaran,BNI,800000.0,2022-07-07 16:16:28,success
115885,B004966357,X609006844,Pembayaran,GOPAY,20000.0,2022-07-07 16:16:21,success
115891,B005948570,X611062971,Pembayaran,BCA,283000.0,2022-07-26 18:47:55,success
115900,B004966335,X607500148,Pembayaran,BNI,80000.0,2022-07-07 16:16:04,success
115927,B005464621,X601039977,Pembayaran,BNI,3.0,2022-07-15 15:03:54,success
115931,B005948483,X609127104,Pembayaran,BCA,120000.0,2022-07-26 18:46:03,success
115938,B005948470,X615500412,Pembayaran,DANA,115000.0,2022-07-26 18:45:52,success
115943,B005464589,X610110527,Pembayaran,DANA,29000.0,2022-07-15 15:03:15,success
115970,B005464532,X614500410,Pembayaran,OVO,92500.0,2022-07-15 15:02:30,success
115972,B005464528,X607000354,Pembayaran,MANDIRI,978000.0,2022-07-15 15:02:28,success
115991,B004966173,X601500159,Pembayaran,BNI,1.0,2022-07-07 16:14:27,success
115993,B004966169,X612098312,Pembayaran,BNI,7600.0,2022-07-07 16:14:26,success
115993,B004966169,X612098312,Pembayaran,BNI,7600.0,2022-07-07 16:14:26,success
116011,B005464442,X615102401,Pembayaran,GOPAY,21000.0,2022-07-15 15:01:01,success
116028,B004966083,X204205454,Pembayaran,BNI,80000.0,2022-07-07 16:13:53,success
116030,B004966114,X604500382,Pembayaran,BNI,1.0,2022-07-07 16:13:50,success
116063,B005464333,X606500221,Pembayaran,OVO,24500.0,2022-07-15 14:59:09,success
116145,B004965932,X604067297,Pembayaran,BCA,142000.0,2022-07-07 16:11:16,success
116155,B005948065,X607500165,Pembayaran,DANA,84500.0,2022-07-26 18:35:14,success
116213,B005947958,X617097497,Pembayaran,DANA,20000.0,2022-07-26 18:32:13,success
116225,B005947944,X607167369,Pembayaran,BCA,270600.0,2022-07-26 18:32:03,success
116235,B004965790,X612098389,Pembayaran,BNI,7600.0,2022-07-07 16:10:33,success
116251,B005947891,X610110363,Pembayaran,BCA,15000.0,2022-07-26 18:29:56,success
116254,B005463916,X617125326,Pembayaran,GOPAY,3000.0,2022-07-15 14:52:16,success
116256,B004965757,X607500180,Pembayaran,BNI,80000.0,2022-07-07 16:10:12,success
116297,B005463807,X601500160,Pembayaran,BNI,1.0,2022-07-15 14:50:32,success
116301,B005463796,X609500253,Pembayaran,BNI,1.0,2022-07-15 14:50:20,success
116305,B005947796,X609110353,Pembayaran,MANDIRI,320000.0,2022-07-26 18:28:25,success
116305,B005947796,X609110353,Pembayaran,MANDIRI,320000.0,2022-07-26 18:28:25,success
116365,B004965470,X201178837,Pembayaran,BNI,80000.0,2022-07-07 16:08:09,success
116378,B005947664,X603061498,Pembayaran,BSM,81400.0,2022-07-26 18:25:04,success
116402,B005947623,X614003592,Pembayaran,BNI,69482.0,2022-07-26 18:24:06,success
116431,B004965463,X615101005,Pembayaran,BCA,315000.0,2022-07-07 16:06:20,success
116449,B005947544,X610164527,Pembayaran,DANA,25000.0,2022-07-26 18:21:26,success
116466,B004965406,X614265235,Pembayaran,LINKAJA,10.0,2022-07-07 16:06:17,success
116532,B005463278,X601500159,Pembayaran,BNI,1.0,2022-07-15 14:42:12,success
116532,B005463278,X601500159,Pembayaran,BNI,1.0,2022-07-15 14:42:12,success
116593,B005947250,X12283685,Pembayaran,BCA,30920.0,2022-07-26 18:13:42,success
116598,B004965148,X201900270,Pembayaran,BNI,162500.0,2022-07-07 16:04:10,success
116653,B004965087,X610195182,Pembayaran,BNI,49000.0,2022-07-07 16:03:09,success
116655,B005947114,X612500042,Pembayaran,BNI,35000.0,2022-07-26 18:11:19,success
116682,B005947120,X618019515,Pembayaran,BCA,182000.0,2022-07-26 18:09:05,success
116703,B005462874,X601500156,Pembayaran,BNI,1.0,2022-07-15 14:35:47,success
116710,B005947048,X215302472,Pembayaran,BCA,35000.0,2022-07-26 18:08:10,success
116718,B005947044,X602138389,Pembayaran,BRI,60000.0,2022-07-26 18:07:37,success
116788,B005462689,X617500232,Pembayaran,BNI,1.0,2022-07-15 14:32:37,success
116789,B004964861,X602500170,Pembayaran,BNI,80000.0,2022-07-07 16:00:56,success
116807,B005347200,X605500097,Refund,BNI,10000000.0,2022-07-15 14:32:06,success
116817,B004822894,X603500107,Refund,BNI,800000.0,2022-07-15 14:31:51,success
116848,B004964752,X609106802,Pembayaran,MANDIRI,303600.0,2022-07-07 15:59:57,success
116917,B004964642,X611500123,Pembayaran,BNI,2.0,2022-07-07 15:58:56,success
116954,B005946632,X615500409,Pembayaran,BCA,71000.0,2022-07-26 17:56:05,success
116960,B005462362,X618500131,Pembayaran,BNI,1.0,2022-07-15 14:27:06,success
116960,B005462362,X618500131,Pembayaran,BNI,1.0,2022-07-15 14:27:06,success
116970,B005946608,X601500189,Pembayaran,BNI,1.0,2022-07-26 17:56:24,success
117010,B004964468,X205045115,Pembayaran,BNI,80000.0,2022-07-07 15:57:38,success
117084,B004964385,X610500465,Pembayaran,BNI,76000.0,2022-07-07 15:56:12,success
117156,B005946286,X610164529,Pembayaran,DANA,50000.0,2022-07-26 17:47:27,success
117169,B005461920,X618500130,Pembayaran,BNI,1.0,2022-07-15 14:20:01,success
117181,B005461894,X614500435,Pembayaran,BNI,1.0,2022-07-15 14:19:29,success
117185,B005461884,X610027963,Pembayaran,GOPAY,20000.0,2022-07-15 14:19:21,success
117208,B005946191,X617098481,Pembayaran,BNI,1465000.0,2022-07-26 17:44:59,success
117208,B005946191,X617098481,Pembayaran,BNI,1465000.0,2022-07-26 17:44:59,success
117218,B005461808,X609500256,Pembayaran,BNI,1.0,2022-07-15 14:18:09,success
117277,B005461680,X618057429,Pembayaran,BPD JATIM,120000.0,2022-07-15 14:14:36,success
117277,B005461680,X618057429,Pembayaran,BPD JATIM,120000.0,2022-07-15 14:14:36,success
117293,B005461649,X609006499,Pembayaran,BCA,17000.0,2022-07-15 14:15:46,success
117300,B005946046,X615500408,Pembayaran,DANA,47500.0,2022-07-26 17:40:42,success
117300,B005946046,X615500408,Pembayaran,DANA,47500.0,2022-07-26 17:40:42,success
117339,B004963936,X608500710,Pembayaran,BNI,80000.0,2022-07-07 15:51:13,success
117346,B005461513,X614115698,Pembayaran,BCA,5000.0,2022-07-15 14:13:36,success
117371,B004963872,X609500230,Pembayaran,BNI,76000.0,2022-07-07 15:50:36,success
117493,B005945734,X602050530,Pembayaran,BNI,967000.0,2022-07-26 17:32:23,success
117514,B005461149,X610027963,Pembayaran,OVO,26000.0,2022-07-15 14:07:24,success
117515,B005461146,X617500229,Pembayaran,BNI,1.0,2022-07-15 14:07:21,success
117584,B004963489,X614400335,Pembayaran,GOPAY,28500.0,2022-07-07 15:46:27,success
117610,B005945556,X612006970,Pembayaran,BCA,15000.0,2022-07-26 17:27:27,success
117701,B005460716,X618141557,Pembayaran,BNI,18000.0,2022-07-15 14:01:00,success
117704,B005460717,X614083853,Pembayaran,MANDIRI,15000.0,2022-07-15 14:01:01,success
117704,B005460717,X614083853,Pembayaran,MANDIRI,15000.0,2022-07-15 14:01:01,success
117715,B005460687,X610111560,Pembayaran,BCA,15000.0,2022-07-15 14:00:18,success
117718,B004963237,X614400335,Pembayaran,BNI,8000.0,2022-07-07 15:43:51,success
117718,B005945368,X605045913,Pembayaran,BCA,8502500.0,2022-07-26 17:22:12,success
117765,B005945286,X608103423,Pembayaran,BRI,2000.0,2022-07-26 17:19:38,success
117766,B005460572,X608000451,Pembayaran,MANDIRI,63800.0,2022-07-15 13:58:43,success
117779,B005460547,X610111560,Pembayaran,BCA,21000.0,2022-07-15 13:58:18,success
117786,B005945247,X606500021,Pembayaran,MANDIRI,28728.0,2022-07-26 17:19:00,success
117786,B005945247,X606500021,Pembayaran,MANDIRI,28728.0,2022-07-26 17:19:00,success
117799,B004963101,X612098350,Pembayaran,BNI,7600.0,2022-07-07 15:42:08,success
117800,B004963100,X612098372,Pembayaran,BNI,7600.0,2022-07-07 15:42:07,success
117802,B005945221,,Pembayaran,GOPAY,14500.0,2022-07-26 17:18:31,success
117804,B004963093,X612105461,Pembayaran,BNI,49000.0,2022-07-07 15:42:02,success
117807,B005460465,X615500432,Pembayaran,BNI,1.0,2022-07-15 13:56:55,success
117823,B005945187,X615118207,Pembayaran,SHOPEEPAY,19500.0,2022-07-26 17:17:32,success
117831,B005945172,X607022076,Pembayaran,BNI,627450.0,2022-07-26 17:17:18,success
117834,B004963029,X609013546,Pembayaran,DANA,22000.0,2022-07-07 15:41:13,success
117846,B005460404,X607091116,Pembayaran,OVO,107000.0,2022-07-15 13:56:03,success
117881,B005460300,X618500132,Pembayaran,BNI,1.0,2022-07-15 13:54:34,success
117901,B004962924,X615500414,Pembayaran,BCA,82000.0,2022-07-07 15:39:55,success
117910,B004962910,X607500163,Pembayaran,DANA,171000.0,2022-07-07 15:39:46,success
117941,B004962872,X609074316,Pembayaran,DANA,3.0,2022-07-07 15:39:17,success
117965,B004962828,X611500088,Pembayaran,BNI,62000.0,2022-07-07 15:39:02,success
117965,B004962828,X611500088,Pembayaran,BNI,62000.0,2022-07-07 15:39:02,success
117977,B005944900,X607097366,Pembayaran,ISAKU,14000.0,2022-07-26 17:09:56,success
117982,B005460045,X608101255,Pembayaran,BCA,79000.0,2022-07-15 13:50:13,success
118002,B005944860,X609106802,Pembayaran,BCA,407000.0,2022-07-26 17:08:58,success
118028,B005459951,X607500198,Pembayaran,BNI,1.0,2022-07-15 13:49:43,success
118040,B005459921,X607500193,Pembayaran,BNI,1.0,2022-07-15 13:49:11,success
118043,B005944787,X618088511,Pembayaran,BCA,152500.0,2022-07-26 17:06:57,success
118046,B004962690,X612098449,Pembayaran,BNI,7600.0,2022-07-07 15:37:30,success
118064,B005944736,X214003732,Pembayaran,BCA,62700.0,2022-07-26 17:05:51,success
118064,B005944736,X214003732,Pembayaran,BCA,62700.0,2022-07-26 17:05:51,success
118153,B005459658,X606500262,Pembayaran,BNI,1.0,2022-07-15 13:44:58,success
118162,B005944577,X604096537,Pembayaran,BCA,108000.0,2022-07-26 17:00:52,success
118197,B005459542,X614265250,Pembayaran,MANDIRI,20000.0,2022-07-15 13:43:17,success
118262,B004962323,X601500159,Pembayaran,BNI,1.0,2022-07-07 15:33:17,success
118262,B004962323,X601500159,Pembayaran,BNI,1.0,2022-07-07 15:33:17,success
118326,B005459229,X610001391,Pembayaran,LINKAJA,5000.0,2022-07-15 13:38:35,success
118345,B004962189,X615124908,Pembayaran,BNI,7600.0,2022-07-07 15:31:48,success
118349,B005459172,X614052083,Pembayaran,MANDIRI,8000.0,2022-07-15 13:37:45,success
118378,B005459090,X608500763,Pembayaran,BNI,1.0,2022-07-15 13:36:36,success
118409,B004962082,X612105427,Pembayaran,BNI,7600.0,2022-07-07 15:30:37,success
118456,B005944124,X606500257,Pembayaran,BSM,43000.0,2022-07-26 16:47:08,success
118492,B005458830,X609110224,Pembayaran,BRI,30000.0,2022-07-15 13:32:19,success
118546,B005943983,X610110385,Pembayaran,DANA,25000.0,2022-07-26 16:43:30,success
118547,B005458703,X609500256,Pembayaran,BNI,1.0,2022-07-15 13:30:56,success
118652,B004961637,X206182826,Pembayaran,BNI,80000.0,2022-07-07 15:26:12,success
118654,B005458437,X614002679,Pembayaran,BCA,22000.0,2022-07-15 13:25:31,success
118654,B004961670,X604500384,Pembayaran,BNI,1.0,2022-07-07 15:26:10,success
118660,B004961663,X209170331,Pembayaran,DANA,3.0,2022-07-07 15:25:39,success
118662,B005943794,X610005869,Pembayaran,DANA,100000.0,2022-07-26 16:38:33,success
118675,B004961632,X612094445,Pembayaran,DANA,50000.0,2022-07-07 15:25:28,success
118705,B004961570,X602194737,Pembayaran,Allo Bank,250000.0,2022-07-07 15:25:01,success
118762,B005943632,X617096886,Pembayaran,MANDIRI,80000.0,2022-07-26 16:33:57,success
118774,B005458164,X615008581,Pembayaran,BNI,16000.0,2022-07-15 13:21:54,success
118801,B005458115,X601500161,Pembayaran,BNI,1.0,2022-07-15 13:20:55,success
118855,B005458004,X601500189,Pembayaran,BNI,1.0,2022-07-15 13:19:21,success
118855,B005458004,X601500189,Pembayaran,BNI,1.0,2022-07-15 13:19:21,success
118864,B004961261,X601500090,Pembayaran,SHOPEEPAY,2000.0,2022-07-07 15:21:53,success
118886,B004961239,X612500146,Pembayaran,BNI,1.0,2022-07-07 15:21:21,success
118958,B005457746,X614005842,Pembayaran,BCA,35000.0,2022-07-15 13:15:23,success
118964,B005457732,X608088832,Pembayaran,BCA,160500.0,2022-07-15 13:14:31,success
118992,B005943273,X610164532,Pembayaran,LINKAJA,25000.0,2022-07-26 16:22:01,success
118993,B004961062,X615500410,Pembayaran,BNI,80000.0,2022-07-07 15:19:28,success
119025,B004961002,X608099957,Pembayaran,OVO,91000.0,2022-07-07 15:19:00,success
119043,B005943206,X606005347,Pembayaran,BCA,626400.0,2022-07-26 16:20:15,success
119043,B005943206,X606005347,Pembayaran,BCA,626400.0,2022-07-26 16:20:15,success
119058,B004960959,X615008633,Pembayaran,BCA,20000.0,2022-07-07 15:17:54,success
119058,B004960959,X615008633,Pembayaran,BCA,20000.0,2022-07-07 15:17:54,success
119095,B004960888,X617097320,Pembayaran,BCA,101500.0,2022-07-07 15:17:53,success
119105,B005457381,X604500372,Pembayaran,BNI,1.0,2022-07-15 13:10:03,success
119116,B005943096,X603130719,Pembayaran,LINKAJA,3.0,2022-07-26 16:16:48,success
119116,B005943096,X603130719,Pembayaran,LINKAJA,3.0,2022-07-26 16:16:48,success
119117,B005457353,X608500761,Pembayaran,BNI,1.0,2022-07-15 13:09:24,success
119117,B005457353,X608500761,Pembayaran,BNI,1.0,2022-07-15 13:09:24,success
119118,B004960843,X612098460,Pembayaran,BNI,7600.0,2022-07-07 15:17:31,success
119121,B004960842,X608500746,Pembayaran,BNI,80000.0,2022-07-07 15:17:29,success
119121,B004960842,X608500746,Pembayaran,BNI,80000.0,2022-07-07 15:17:29,success
119148,B005457289,X607500198,Pembayaran,BNI,1.0,2022-07-15 13:08:29,success
119169,B004960724,X201900265,Pembayaran,BNI,80000.0,2022-07-07 15:16:32,success
119202,B005942945,X617133357,Pembayaran,BNI,382000.0,2022-07-26 16:12:29,success
119220,B004960674,X605500113,Pembayaran,BNI,80000.0,2022-07-07 15:15:31,success
119232,B005942901,X617500115,Pembayaran,BCA,90000.0,2022-07-26 16:11:09,success
119240,B004960627,X616500022,Pembayaran,BNI,80000.0,2022-07-07 15:15:02,success
119241,B004960626,X601500160,Pembayaran,BNI,1.0,2022-07-07 15:15:01,success
119275,B005457004,X608500756,Pembayaran,BNI,1.0,2022-07-15 13:04:08,success
119280,B005456998,X610001416,Pembayaran,SHOPEEPAY,16000.0,2022-07-15 13:04:04,success
119282,B004960550,X617098837,Pembayaran,DANA,261000.0,2022-07-07 15:14:03,success
119286,B005456984,X612003049,Pembayaran,CIMB NIAGA,422000.0,2022-07-15 13:03:52,success
119286,B005456984,X612003049,Pembayaran,CIMB NIAGA,422000.0,2022-07-15 13:03:52,success
119304,B005456950,X608500737,Pembayaran,BCA,68500.0,2022-07-15 13:03:27,success
119307,B005456945,X607500201,Pembayaran,BNI,1.0,2022-07-15 13:03:25,success
119331,B005942722,X610005442,Pembayaran,DANA,25000.0,2022-07-26 16:06:12,success
119369,B004960365,X612105395,Pembayaran,BNI,7600.0,2022-07-07 15:12:19,success
119382,B005456785,X215115932,Pembayaran,BNI,148000.0,2022-07-15 13:01:09,success
119459,B005456643,X606500236,Pembayaran,MANDIRI,40000.0,2022-07-15 12:58:45,success
119493,B005456566,X607097670,Pembayaran,MANDIRI,172800.0,2022-07-15 12:57:40,success
119508,B005456533,X617500234,Pembayaran,BNI,1.0,2022-07-15 12:57:15,success
119533,B005456479,X614500330,Pembayaran,GOPAY,65000.0,2022-07-15 12:56:31,success
119557,B005942389,X610153754,Pembayaran,DANA,50000.0,2022-07-26 15:56:18,success
119565,B005456409,X603500144,Pembayaran,BNI,1.0,2022-07-15 12:55:28,success
119578,B004959973,X608500710,Pembayaran,BNI,80000.0,2022-07-07 15:08:05,success
119605,B005456341,X607004253,Pembayaran,BTN,113300.0,2022-07-15 12:54:19,success
119657,B005942236,X601500166,Pembayaran,BNI,1.0,2022-07-26 15:51:29,success
119676,B005456212,X615005800,Pembayaran,OVO,6500.0,2022-07-15 12:52:07,success
119690,B004959724,X610195183,Pembayaran,BNI,52250.0,2022-07-07 15:05:10,success
119690,B004959724,X610195183,Pembayaran,BNI,52250.0,2022-07-07 15:05:10,success
119691,B005942194,X604190134,Pembayaran,DANA,3.0,2022-07-26 15:49:58,success
119712,B005942168,X601500164,Pembayaran,BNI,1.0,2022-07-26 15:49:19,success
119715,B004959670,X612105264,Pembayaran,BNI,7600.0,2022-07-07 15:04:35,success
119723,B004959652,X601043314,Pembayaran,BCA,20000.0,2022-07-07 15:03:49,success
119757,B005942090,X602050559,Pembayaran,SHOPEEPAY,33000.0,2022-07-26 15:46:36,success
119761,B005456025,X611077609,Pembayaran,MANDIRI,874000.0,2022-07-15 12:49:24,success
119784,B004959470,X210900281,Pembayaran,BNI,76000.0,2022-07-07 15:03:27,success
119785,B005941993,X601500090,Pembayaran,OVO,2000.0,2022-07-26 15:45:30,success
119794,B005455961,X610005870,Pembayaran,GOPAY,13500.0,2022-07-15 12:48:18,success
119876,B005455804,X614115690,Pembayaran,GOPAY,10000.0,2022-07-15 12:45:46,success
119889,B005941898,X617134685,Pembayaran,DANA,14000.0,2022-07-26 15:41:30,success
119925,B005455723,X615119035,Pembayaran,BNI,15500.0,2022-07-15 12:44:43,success
119925,B005455723,X615119035,Pembayaran,BNI,15500.0,2022-07-15 12:44:43,success
119928,B005455716,X614005747,Pembayaran,BNI,32000.0,2022-07-15 12:44:39,success
119928,B005455716,X614005747,Pembayaran,BNI,32000.0,2022-07-15 12:44:39,success
119938,B005455694,X608500752,Pembayaran,BPD BALI,89000.0,2022-07-15 13:44:21,success
119938,B005455694,X608500752,Pembayaran,BPD BALI,89000.0,2022-07-15 13:44:21,success
119940,B004959251,X606500269,Pembayaran,BNI,1.0,2022-07-07 15:00:26,success
119943,B004959242,X614500442,Pembayaran,BNI,1.0,2022-07-07 15:00:20,success
120005,B005455604,X614097523,Pembayaran,LINKAJA,27000.0,2022-07-15 12:42:59,success
120030,B005941683,X604500380,Pembayaran,BNI,1.0,2022-07-26 15:35:32,success
120064,B005941629,X610045936,Pembayaran,GOPAY,100000.0,2022-07-26 15:34:10,success
120070,B005941619,X607100798,Pembayaran,BCA,1900000.0,2022-07-26 15:33:47,success
120092,B005455458,X601500160,Pembayaran,BNI,1.0,2022-07-15 12:39:49,success
120093,B005941575,X609006636,Pembayaran,BCA,76000.0,2022-07-26 15:32:39,success
120119,B005455410,X607500065,Pembayaran,SHOPEEPAY,34000.0,2022-07-15 12:38:46,success
120125,B005455401,X610111560,Pembayaran,OVO,18000.0,2022-07-15 12:38:35,success
120127,B005941526,X601500156,Pembayaran,BNI,1.0,2022-07-26 15:31:02,success
120163,B005941477,X601042437,Pembayaran,BNI,3.0,2022-07-26 15:29:21,success
120164,B005455330,X610017084,Pembayaran,BCA,33000.0,2022-07-15 12:36:31,success
120192,B005455235,X217200963,Pembayaran,BNI,226000.0,2022-07-15 12:36:23,success
120192,B005455235,X217200963,Pembayaran,BNI,226000.0,2022-07-15 12:36:23,success
120194,B004958772,X609500181,Pembayaran,BNI,76000.0,2022-07-07 14:55:18,success
120195,B005941432,X615008615,Pembayaran,BCA,10000.0,2022-07-26 15:28:16,success
120246,B005455166,X612089758,Pembayaran,GOPAY,9000.0,2022-07-15 12:34:52,success
120253,B004958659,X601012921,Pembayaran,MANDIRI,70400.0,2022-07-07 14:53:53,success
120256,B005455142,X617095339,Pembayaran,MANDIRI,227500.0,2022-07-15 12:34:24,success
120270,B005455116,X614500417,Pembayaran,BRI,92000.0,2022-07-15 12:33:46,success
120350,B005941209,X612500144,Pembayaran,BNI,1.0,2022-07-26 15:23:05,success
120365,B004958444,X618500101,Pembayaran,BNI,80000.0,2022-07-07 14:51:42,success
120371,B005454941,X603003538,Pembayaran,OVO,20000.0,2022-07-15 12:30:40,success
120400,B004958362,X602500223,Pembayaran,BNI,104500.0,2022-07-07 14:51:03,success
120406,B004958346,X606500261,Pembayaran,BNI,1.0,2022-07-07 14:50:57,success
120409,B004958337,X607500175,Pembayaran,BNI,80000.0,2022-07-07 14:50:52,success
120437,B005454830,X614002679,Pembayaran,BCA,43000.0,2022-07-15 12:28:14,success
120472,B004958209,X603500143,Pembayaran,BNI,1.0,2022-07-07 14:49:39,success
120498,B005454722,X615500434,Pembayaran,BNI,1.0,2022-07-15 12:26:44,success
120526,B005454675,X612003049,Pembayaran,BCA,99000.0,2022-07-15 12:25:52,success
120566,B005454617,X615008585,Pembayaran,LINKAJA,13000.0,2022-07-15 12:24:46,success
120571,B005454612,X608500448,Pembayaran,MANDIRI,260000.0,2022-07-15 12:24:44,success
120574,B005940903,X608151391,Pembayaran,BPD BALI,120000.0,2022-07-26 16:15:15,success
120574,B005940903,X608151391,Pembayaran,BPD BALI,120000.0,2022-07-26 16:15:15,success
120609,B004957950,X601500155,Pembayaran,BNI,1.0,2022-07-07 14:46:33,success
120625,B005454516,X601500090,Pembayaran,OVO,3000.0,2022-07-15 12:23:05,success
120631,B005454515,X606009882,Pembayaran,BNI,26000.0,2022-07-15 12:22:50,success
120635,B005454507,X614500440,Pembayaran,BNI,1.0,2022-07-15 12:22:43,success
120662,B005454469,X608500758,Pembayaran,BNI,1.0,2022-07-15 12:21:55,success
120672,B005940764,X601500129,Pembayaran,DANAMON,28000.0,2022-07-26 15:12:49,success
120691,B005454417,X601500166,Pembayaran,BNI,1.0,2022-07-15 12:20:56,success
120699,B004957775,X602500193,Pembayaran,BNI,80000.0,2022-07-07 14:44:54,success
